age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
58,41321.88,596,12696.89,34.29,3.0,14.6,11247.89,0,7764.14,Female,Self-Employed,Bachelor,Home,West,,2019,36,2019-07-03,0
62,34004.65,534,55732.92,34.99,3.0,5.1,6277.24,7,9163.81,Non-Binary,Full-Time,,Home,North,Married,2018,36,2018-01-25,1
42,30329.39,606,34109.07,8.11,4.0,4.6,826.84,5,,Male,Unemployed,High School,Business,Central,,2017,36,2017-10-15,1
44,278902.43,514,20974.57,62.59,6.0,7.6,8574.97,5,104349.79,Male,Self-Employed,Master,Education,West,Married,2017,36,2017-02-24,1
36,80978.83,600,4178.67,28.43,1.0,9.7,,0,21942.15,Female,Self-Employed,Bachelor,Home,East,Divorced,2024,60,2024-07-21,1
23,103637.87,591,24143.89,10.04,2.0,6.3,5232.64,9,26018.38,Female,Full-Time,Bachelor,Home,West,Married,2016,60,2016-12-19,0
49,29968.73,568,33304.54,7.7,4.0,2.8,,8,6657.79,Male,Full-Time,High School,Medical,East,,2011,84,2011-10-13,1
22,31409.51,813,12979.26,26.85,5.0,8.1,34551.97,3,5516.31,Female,Full-Time,Master,Car,Central,,2015,36,2015-04-24,0
56,66172.89,622,15119.79,57.04,2.0,5.6,5957.98,5,11326.01,Female,Full-Time,Bachelor,Education,West,Single,2018,36,2018-06-11,0
22,36308.15,668,28475.26,34.39,5.0,6.0,11345.0,8,7067.82,Female,Self-Employed,Bachelor,Home,North,Married,2017,60,2017-03-03,0
51,93151.87,737,64227.0,20.54,5.0,9.1,1838.53,2,18691.32,Female,Unemployed,Master,Personal,North,Married,2020,84,2020-06-10,0
18,28336.1,600,7566.16,82.7,1.0,1.8,23136.95,2,6576.39,Male,Part-Time,Bachelor,Education,North,Divorced,2011,36,2011-03-23,0
51,50427.46,520,29592.12,10.59,6.0,3.2,2999.38,5,11949.03,Female,Full-Time,Master,Home,East,Married,2019,60,2019-01-12,1
34,114634.84,659,6724.46,18.0,1.0,4.8,4401.29,4,36837.48,Female,Retired,Bachelor,Home,West,Married,2015,24,2015-12-19,0
69,50278.16,850,10695.48,42.59,3.0,8.8,5408.48,0,10171.24,Male,Part-Time,Master,Car,South,Divorced,2017,36,2017-06-13,0
27,209041.52,774,9145.12,60.24,3.0,4.7,544.01,9,41376.51,Male,Part-Time,High School,Home,North,Single,2020,84,2020-11-16,0
45,114723.9,589,5330.5,24.5,5.0,3.9,43600.25,1,37592.25,Female,Part-Time,High School,Business,South,Single,2019,36,2019-03-04,0
72,48386.25,631,17745.45,9.06,,3.9,901.9,6,,Female,Unemployed,Bachelor,Business,Central,Widowed,2014,36,2014-11-22,0
43,74718.08,558,11021.65,15.47,4.0,0.7,12145.55,2,14917.19,Male,Full-Time,Bachelor,Personal,East,,2012,60,2012-02-15,0
32,32097.1,781,11646.7,2.47,5.0,6.2,,1,5742.24,Female,Full-Time,Bachelor,Personal,Central,Married,2017,48,2017-06-01,0
49,118004.77,716,6940.22,47.47,6.0,3.2,1647.38,2,38908.71,Female,Retired,,Business,Central,Single,2022,36,2022-02-09,0
44,108196.42,571,29278.41,24.57,2.0,7.6,6898.31,8,20059.37,Male,Part-Time,Master,Home,West,Divorced,2019,84,2019-04-19,1
30,45344.76,699,13667.44,38.72,6.0,7.7,10584.55,5,,Male,Self-Employed,Bachelor,Medical,West,Single,2018,60,2018-12-18,0
69,24255.69,654,10484.52,3.41,3.0,2.8,2948.76,8,,Non-Binary,Self-Employed,,Business,North,Divorced,2016,36,2016-05-25,0
52,96247.15,683,2169.37,29.14,,6.6,2581.9,3,28636.32,Female,Retired,High School,Medical,South,Married,2019,48,2019-01-04,0
58,38241.37,699,12930.91,21.11,3.0,1.8,1896.11,3,14605.94,Male,Full-Time,PhD,Home,North,Married,2012,24,2012-07-06,0
27,38524.29,591,6645.14,24.12,5.0,21.0,27923.29,6,8511.79,Female,Full-Time,High School,Car,East,,2018,36,2018-06-25,0
51,34076.01,850,55599.6,52.49,4.0,2.3,5303.8,9,10414.54,Female,Full-Time,Bachelor,Education,South,Single,2022,84,2022-11-12,1
73,28846.9,647,5922.68,32.8,6.0,20.0,38542.06,7,5288.93,Male,Full-Time,Bachelor,Home,West,Single,2023,48,2023-06-15,1
27,177210.1,662,1982.34,44.52,3.0,21.6,692.61,2,37655.54,Male,Full-Time,High School,Home,West,Single,2016,60,2016-01-02,1
57,84193.62,827,15623.81,63.33,1.0,8.3,2690.24,8,27582.3,Male,Full-Time,Master,Home,West,Single,2022,36,2022-05-22,0
21,41169.55,781,12742.61,13.56,3.0,4.3,2005.52,9,15378.62,Female,Full-Time,,Medical,West,Single,2015,60,2015-07-01,0
25,56020.52,715,4910.08,21.88,3.0,0.3,5305.26,5,10793.85,Female,Self-Employed,Bachelor,Education,East,Married,2011,48,2011-08-03,0
69,51309.38,676,51106.32,35.34,1.0,6.6,9110.77,3,9139.54,Female,Unemployed,Bachelor,Medical,East,Single,2014,36,2014-06-08,0
45,166574.86,675,12407.74,34.45,4.0,11.4,17996.4,7,,Male,Full-Time,High School,Business,Central,Married,2017,36,2017-11-10,1
18,24935.72,626,9044.39,74.91,0.0,0.9,16963.73,4,4405.81,Female,Full-Time,Bachelor,Medical,South,Married,2015,24,2015-10-15,1
24,21940.04,659,34373.13,33.82,2.0,1.8,9627.09,6,5257.68,Female,Unemployed,,Personal,Central,Married,2012,84,2012-01-25,1
22,55936.28,587,33502.64,21.82,1.0,14.2,407.7,6,18398.45,Male,Retired,High School,Personal,East,Married,2018,36,2018-01-20,0
59,20456.53,659,167245.33,42.67,3.0,2.9,5651.17,7,6085.32,Female,Unemployed,Bachelor,Medical,North,Married,2013,48,2013-03-05,1
70,18652.67,666,6428.7,6.2,1.0,1.1,17658.22,5,4823.4,Female,Self-Employed,,Home,North,Widowed,2014,48,2014-06-17,0
60,49821.73,730,6148.91,15.83,4.0,,34519.62,9,9443.63,Male,Retired,Master,Business,North,Single,2014,24,2014-11-07,0
67,115735.59,732,33813.84,24.35,1.0,1.5,55544.06,3,,Male,Self-Employed,High School,Car,West,Single,2021,84,2021-05-06,0
64,66454.67,812,14193.15,23.37,6.0,1.2,213.36,1,18948.48,Female,Part-Time,,Home,North,Divorced,2022,48,2022-05-09,0
70,104286.84,826,31104.27,15.48,0.0,1.9,8428.42,3,17390.52,Male,Full-Time,High School,Car,South,Married,2024,60,2024-06-06,0
36,25245.39,457,9048.08,16.69,6.0,,4106.01,5,4991.5,Male,Full-Time,,Education,Central,Single,2019,60,2019-09-27,0
67,36614.87,592,14341.52,21.23,6.0,0.7,1013.21,7,6473.81,Female,Full-Time,High School,Education,East,Married,2013,60,2013-08-18,1
39,143110.43,654,12651.55,43.13,3.0,14.6,3093.68,1,49326.22,Male,Retired,PhD,Car,Central,,2017,60,2017-05-07,1
60,26486.28,654,35080.83,38.73,6.0,2.1,10809.44,1,9584.41,Female,Self-Employed,Bachelor,Education,East,Single,2017,36,2017-11-05,1
51,35676.6,727,3942.93,11.31,2.0,13.4,,5,11109.12,Male,Full-Time,,Car,East,Married,2012,36,2012-06-21,0
58,54836.01,513,25030.32,22.11,4.0,2.8,5378.43,7,10453.19,Female,Retired,PhD,Home,North,Single,2021,84,2021-03-06,1
45,33785.88,688,6465.63,6.07,2.0,,10857.15,0,8188.54,Male,Full-Time,High School,Car,Central,Married,2011,60,2011-05-07,0
60,44233.41,720,13583.19,22.97,1.0,1.0,16402.48,4,10615.47,Female,Part-Time,Bachelor,Home,North,Married,2016,60,2016-06-05,0
56,47970.89,570,36567.2,37.75,4.0,4.4,4331.83,7,15427.88,Male,Full-Time,Bachelor,Medical,East,Single,2016,84,2016-10-11,1
29,200188.11,630,66803.5,5.48,3.0,2.8,934.83,6,,Female,Full-Time,Bachelor,Home,East,Divorced,2024,48,2024-02-03,0
22,56697.53,535,10320.11,37.45,6.0,14.3,2980.68,7,11660.99,Female,Unemployed,,Education,Central,Divorced,2017,36,2017-01-17,1
50,31461.4,629,3350.09,14.3,6.0,2.5,28385.0,0,10035.16,Female,Self-Employed,Bachelor,Car,East,Married,2020,12,2020-05-16,0
54,111317.29,653,12045.38,35.81,3.0,3.7,8848.89,9,19711.43,Female,Full-Time,,Car,South,Single,2013,36,2013-08-01,1
34,41828.33,720,27216.51,13.74,0.0,0.3,8732.22,6,8515.12,Male,Full-Time,High School,Medical,East,Married,2015,84,2015-02-10,0
27,12298.05,601,7600.95,18.78,0.0,3.1,12007.93,2,2908.12,Female,Full-Time,Bachelor,Home,West,Single,2021,36,2021-09-18,0
21,,782,14490.39,5.15,5.0,6.2,,7,11805.94,Female,Full-Time,,Home,North,Single,2013,12,2013-06-15,0
30,50387.15,682,9885.88,14.21,5.0,2.5,11593.15,0,14283.42,Male,Full-Time,,Medical,North,Divorced,2012,36,2012-03-21,0
65,30864.87,798,69286.21,63.16,0.0,0.3,2839.93,9,5191.28,Female,Part-Time,High School,Medical,South,Married,2018,36,2018-05-26,1
70,12578.39,676,13754.28,22.29,4.0,2.1,8809.04,0,2364.28,Female,Full-Time,Bachelor,Home,Central,Single,2023,60,2023-03-16,0
37,19393.96,512,4645.66,18.22,4.0,2.5,6326.89,8,5462.3,Male,Self-Employed,High School,Personal,West,Single,2017,12,2017-01-14,1
18,20797.13,643,14040.92,12.88,2.0,10.6,5652.25,2,4869.61,Male,Full-Time,High School,Business,West,Single,2013,12,2013-06-10,0
23,,620,5158.1,54.91,6.0,4.3,1077.1,6,9335.87,Female,Full-Time,,Home,West,Single,2012,48,2012-10-17,1
23,112087.0,730,19292.67,27.06,5.0,4.1,2572.41,1,34816.81,Male,Full-Time,High School,Medical,South,,2012,60,2012-10-04,0
30,39946.01,760,23453.91,42.7,5.0,5.1,1129.78,8,10509.01,Male,Unemployed,Bachelor,Education,North,Single,2017,84,2017-05-06,0
34,46454.26,551,26218.05,18.23,0.0,3.0,4563.24,0,13196.84,Male,Full-Time,,Education,East,Single,2014,36,2014-12-11,1
69,20271.36,469,9176.21,19.11,5.0,2.6,5724.01,9,7435.0,Male,Full-Time,Bachelor,Education,East,Married,2013,60,2013-09-27,1
25,53722.83,834,7611.28,19.83,2.0,11.3,6071.53,5,16857.12,Female,Unemployed,Bachelor,Education,North,Divorced,2015,60,2015-04-01,0
36,79285.89,553,13248.71,23.97,4.0,0.4,2135.16,0,24308.86,Male,Self-Employed,Bachelor,Home,North,Married,2016,60,2016-12-28,1
72,73754.21,688,34999.21,38.09,4.0,2.3,8288.15,3,16056.12,Female,Self-Employed,High School,Car,South,Married,2014,84,2014-04-15,0
52,65140.56,551,3519.87,22.71,2.0,1.0,336.02,5,24437.38,Male,Full-Time,Bachelor,Home,West,Married,2010,36,2010-06-20,1
66,20705.77,705,19418.81,45.21,5.0,3.0,18443.94,9,4889.9,Male,Retired,Bachelor,Home,Central,Divorced,2019,24,2019-03-11,1
56,24724.24,642,48011.98,3.51,1.0,4.6,5584.3,8,,Female,Full-Time,,Business,North,Divorced,2021,12,2021-02-07,1
22,50468.43,598,58746.96,22.02,4.0,,1994.48,3,14895.06,Female,Full-Time,Bachelor,Business,West,Single,2014,48,2014-09-06,0
62,61116.35,617,13942.98,20.34,1.0,8.0,1272.81,5,12800.24,Male,Full-Time,High School,Education,Central,Married,2011,48,2011-03-25,1
20,78174.23,761,7045.29,17.96,5.0,30.4,5350.43,1,27318.33,Female,Part-Time,High School,Home,Central,Divorced,2018,24,2018-07-04,0
43,103823.75,512,15914.64,48.15,3.0,5.2,28948.33,7,39182.45,Male,Full-Time,,Car,Central,Married,2015,24,2015-09-28,1
50,60403.87,722,4150.43,41.18,1.0,6.3,4345.97,8,12203.76,Female,Part-Time,Bachelor,Medical,East,Married,2013,60,2013-05-27,0
69,53867.9,709,35339.24,17.52,0.0,8.8,11371.66,5,10420.03,Male,Self-Employed,PhD,Car,South,Single,2014,36,2014-04-20,0
65,53052.72,632,5936.55,34.55,3.0,1.8,5330.22,6,20173.24,Male,Unemployed,High School,Personal,West,Single,2017,48,2017-11-02,0
62,,761,17538.31,13.56,3.0,1.0,2418.19,0,9707.74,Female,Self-Employed,Bachelor,Home,East,Married,2021,24,2021-04-19,0
44,36341.09,677,11435.96,14.88,4.0,8.1,22734.83,2,7019.89,Male,Retired,,Medical,South,Married,2014,60,2014-07-23,0
37,72151.11,583,28972.12,36.61,1.0,,61717.41,5,14881.74,Female,Full-Time,PhD,Car,North,Divorced,2013,48,2013-07-08,1
47,32794.34,591,26873.33,25.11,0.0,2.3,,3,6940.29,Male,Full-Time,,Business,East,Married,2018,84,2018-06-20,1
52,54400.03,608,15635.48,28.44,0.0,0.7,4889.38,0,21160.82,Male,Self-Employed,Master,Car,East,Married,2022,60,2022-12-09,0
29,141718.32,574,19421.43,32.72,0.0,,5319.94,8,54971.81,Male,Self-Employed,Bachelor,Business,South,Divorced,2011,36,2011-03-05,1
46,36448.2,594,24017.45,34.0,4.0,,,7,13262.53,Female,Full-Time,Bachelor,Personal,South,Married,2024,36,2024-01-24,0
38,13207.34,554,11906.57,9.29,6.0,13.8,2916.29,4,3156.76,Male,Full-Time,Master,Education,East,Single,2015,48,2015-07-26,1
25,97984.88,719,42090.88,15.44,3.0,9.5,10996.22,0,36712.68,Male,Full-Time,Master,Education,South,Widowed,2017,84,2017-10-22,0
49,43572.63,744,26738.89,17.17,,4.7,16316.68,0,9654.17,Female,Full-Time,High School,Education,South,Single,2018,36,2018-04-24,0
48,,850,8081.36,16.79,1.0,2.4,1458.09,2,41978.64,Female,Unemployed,High School,Car,West,Married,2024,24,2024-01-27,1
64,22729.44,654,13263.36,33.52,1.0,1.3,7762.79,6,4608.43,Female,Self-Employed,High School,Home,East,Married,2018,12,2018-06-04,0
51,38837.87,685,28186.64,16.22,5.0,0.9,29731.89,2,7273.64,Female,Retired,Bachelor,Personal,Central,Divorced,2021,36,2021-08-26,0
68,76815.53,550,30406.07,45.49,6.0,11.6,1380.58,8,27022.45,Male,Full-Time,High School,Education,North,Married,2019,48,2019-10-06,0
48,,743,24399.8,22.25,6.0,1.3,10868.24,0,5910.61,Male,Full-Time,Bachelor,Home,West,Married,2023,84,2023-08-16,0
39,61596.71,572,22627.86,10.57,3.0,1.9,3370.94,3,11898.89,Female,Full-Time,,Business,South,Single,2010,12,2010-01-25,1
56,69208.63,585,60398.49,45.45,5.0,18.8,54667.29,3,15553.2,Male,Unemployed,Bachelor,Education,South,Married,2015,48,2015-09-19,1
50,56977.17,631,17890.76,44.14,3.0,5.6,8104.51,4,15480.28,Female,Self-Employed,High School,Car,Central,,2018,36,2018-04-26,0
31,94720.84,622,4106.01,27.65,4.0,,9119.44,1,22618.18,Male,Self-Employed,High School,Car,North,Married,2019,84,2019-05-02,0
35,42776.19,663,6976.11,29.96,0.0,2.8,2411.77,9,8264.85,Male,Full-Time,Bachelor,Home,South,Single,2011,36,2011-11-27,0
24,45613.88,644,21558.39,9.57,3.0,0.8,47253.18,7,10073.58,Female,Retired,PhD,Personal,North,Single,2018,48,2018-01-14,1
64,,681,7112.05,12.9,4.0,9.0,1873.2,4,6822.76,Male,Retired,Bachelor,Home,West,Married,2010,48,2010-03-26,0
20,23501.72,610,25074.87,17.28,3.0,1.1,3976.48,2,6182.27,Female,Self-Employed,Bachelor,Personal,North,Single,2018,60,2018-10-06,1
26,28588.53,694,6634.42,32.8,3.0,1.2,912.65,4,9608.33,Male,Unemployed,High School,Home,Central,Married,2012,48,2012-06-20,0
28,28668.23,494,14421.88,10.39,4.0,3.5,7805.25,2,6237.26,Male,Full-Time,High School,Car,North,Widowed,2011,60,2011-12-08,0
41,18382.24,617,44681.79,18.39,6.0,5.8,6900.74,9,3326.07,Male,Unemployed,High School,Home,Central,Single,2024,60,2024-01-22,0
32,14904.73,548,19444.83,12.64,6.0,1.5,13844.36,6,3038.23,Female,Full-Time,Bachelor,Business,Central,Single,2016,60,2016-06-01,1
46,84048.16,757,3806.82,18.2,6.0,2.2,3024.71,8,18378.53,Male,Full-Time,Master,Education,West,Married,2018,36,2018-07-23,0
74,49369.69,773,3820.71,41.49,,1.3,242.66,9,8233.09,Male,Part-Time,High School,Business,West,,2017,36,2017-04-01,1
43,84160.85,739,8128.27,47.3,0.0,6.1,1121.48,7,,Male,Full-Time,Master,Education,East,Married,2017,36,2017-03-05,1
55,84606.8,639,14622.04,32.6,5.0,,6524.83,1,15690.57,Male,Full-Time,Bachelor,Home,Central,Married,2012,36,2012-06-28,0
55,105491.21,850,16818.53,15.64,0.0,4.3,3677.36,5,33568.81,Female,Full-Time,High School,Car,South,Married,2019,60,2019-07-22,0
21,38602.07,572,16810.57,23.45,1.0,0.5,384.09,9,13241.92,Male,Unemployed,Bachelor,Home,North,Married,2023,24,2023-11-10,1
19,20265.41,642,57890.89,25.42,5.0,,3040.44,4,3943.2,Female,Self-Employed,High School,Business,Central,Married,2022,36,2022-09-06,0
67,72907.19,586,65892.21,24.27,0.0,,5360.23,2,12857.8,Male,Full-Time,PhD,Medical,Central,Married,2024,36,2024-03-14,0
31,65117.74,646,8174.09,8.06,1.0,6.5,8887.05,7,17208.6,Female,Full-Time,High School,Medical,North,Divorced,2016,60,2016-01-02,0
26,,626,10862.36,42.33,0.0,2.2,1286.92,0,7243.14,Male,Part-Time,High School,Home,South,Single,2020,60,2020-10-14,1
34,49934.94,619,4329.91,3.81,0.0,12.9,5947.15,4,9330.71,Male,Part-Time,PhD,Car,South,Divorced,2019,84,2019-11-24,0
60,,318,65475.92,35.63,6.0,1.7,15261.98,2,11693.63,Female,Full-Time,High School,Medical,Central,,2014,36,2014-06-19,1
18,42477.87,639,45323.18,54.1,,8.5,2475.52,8,15016.95,Female,Full-Time,High School,Education,Central,,2014,48,2014-04-10,1
50,41435.9,810,29547.0,10.79,2.0,3.7,,3,12379.77,Female,Full-Time,Bachelor,Personal,South,Single,2023,48,2023-08-16,0
32,56786.27,466,8759.44,41.46,0.0,7.8,32699.65,0,17457.79,Female,Unemployed,Bachelor,Personal,West,Married,2022,24,2022-09-23,1
32,30320.47,686,7655.58,35.87,4.0,14.0,4565.84,2,6038.07,Female,Retired,,Education,West,Divorced,2010,24,2010-12-10,0
51,16508.56,579,5004.64,30.35,6.0,0.8,2134.02,3,3668.71,Female,Part-Time,Bachelor,Business,North,,2015,36,2015-10-27,1
68,52093.57,588,4086.53,24.88,0.0,0.5,25908.51,8,19780.83,Male,Full-Time,Master,Personal,Central,Divorced,2016,36,2016-04-02,0
70,207304.9,763,13523.9,43.6,3.0,13.0,1089.78,2,60308.01,Male,Full-Time,Bachelor,Home,West,Single,2017,60,2017-09-01,0
69,36613.32,573,27837.31,11.88,0.0,2.8,3395.22,2,14304.48,Male,Full-Time,,Business,West,Single,2010,60,2010-04-21,1
45,103433.32,421,13330.22,32.45,5.0,17.2,3926.6,2,29869.77,Female,Unemployed,High School,Home,North,Married,2018,36,2018-01-26,0
49,56689.36,644,26148.0,17.61,3.0,3.3,,5,12769.88,Female,Part-Time,Master,Business,East,Married,2014,36,2014-10-08,0
43,16054.05,674,20110.04,20.6,5.0,2.2,7778.54,5,,Male,Full-Time,High School,Car,Central,Single,2022,12,2022-09-24,1
41,51503.82,575,3860.42,39.4,3.0,0.0,,7,17942.15,Male,Full-Time,Master,Medical,West,Married,2023,12,2023-02-24,1
44,38129.15,719,58038.63,28.57,2.0,0.1,46686.75,8,14808.08,Male,Unemployed,,Home,Central,,2017,36,2017-07-22,1
23,40798.76,565,53005.87,23.49,2.0,0.4,3763.81,5,7027.5,Non-Binary,Unemployed,Master,Education,East,,2024,24,2024-03-11,1
66,62576.53,581,9684.67,25.61,2.0,1.6,3451.08,0,21787.08,Male,Full-Time,Bachelor,Home,South,Married,2018,12,2018-04-01,0
23,31095.5,540,17046.94,34.2,0.0,4.5,15116.31,3,9501.13,Female,Retired,Bachelor,Car,North,Married,2021,36,2021-09-24,0
27,46493.7,525,20330.36,16.59,0.0,15.7,3491.82,8,11417.67,Male,Part-Time,High School,Business,East,,2017,36,2017-07-08,1
44,53644.3,679,4770.25,1.74,4.0,1.1,10081.12,7,10932.29,Male,Unemployed,Bachelor,Personal,East,Married,2021,36,2021-11-27,1
73,31346.71,534,6466.6,21.19,0.0,0.9,10139.59,0,,Male,Part-Time,Bachelor,Home,North,,2019,36,2019-02-23,1
27,32031.18,629,26786.79,8.55,4.0,1.3,2753.23,4,7145.1,Male,Full-Time,Bachelor,Education,West,Single,2017,36,2017-11-28,1
18,135076.61,548,7047.96,35.33,3.0,1.1,5657.97,9,26577.66,Female,Retired,PhD,Home,North,Married,2021,48,2021-07-15,1
47,126572.3,651,58705.43,56.95,6.0,1.5,12053.52,2,,Female,Full-Time,High School,Home,Central,,2020,48,2020-06-19,1
26,63557.44,673,12487.35,33.85,4.0,0.7,,3,17558.3,Female,Part-Time,,Personal,East,Single,2019,60,2019-11-23,0
51,28601.96,687,20408.65,23.37,5.0,,,4,10390.46,Female,Part-Time,High School,Personal,Central,Married,2022,24,2022-06-04,0
36,103503.46,380,17778.85,16.07,5.0,,15707.79,7,21614.36,Female,Full-Time,High School,Education,Central,,2019,36,2019-12-02,0
38,46477.79,659,3539.33,45.04,3.0,0.9,10755.04,1,15802.58,Female,Full-Time,,Personal,North,,2012,48,2012-12-04,0
59,64599.95,631,23779.09,35.16,5.0,1.5,3510.44,0,18417.23,Male,Full-Time,Bachelor,Medical,East,,2017,24,2017-02-23,1
27,56486.14,707,10925.32,25.17,1.0,15.8,11091.93,5,11193.52,Male,Part-Time,,Home,South,Married,2013,36,2013-04-14,0
74,47620.4,802,14671.07,22.03,1.0,3.6,1627.14,3,10746.67,Male,Full-Time,Bachelor,Car,South,Married,2014,36,2014-02-14,0
65,38791.73,693,7227.48,47.41,6.0,9.7,,2,,Female,Full-Time,High School,Education,South,Widowed,2020,48,2020-06-20,0
71,23974.4,744,11595.52,30.72,0.0,10.1,5837.5,1,6775.38,Male,Unemployed,Bachelor,Education,West,,2017,36,2017-01-10,0
39,45336.14,573,19436.34,32.14,4.0,4.0,,5,10110.98,Male,Retired,Master,Car,West,,2021,60,2021-06-27,0
65,157566.66,593,14028.71,69.5,1.0,7.8,6181.98,7,32754.21,Female,Self-Employed,Bachelor,Home,West,,2021,60,2021-08-20,1
49,32759.86,629,28546.54,20.26,4.0,12.7,3695.24,1,5944.52,Female,Part-Time,Bachelor,Personal,South,Single,2015,36,2015-03-17,0
43,38433.0,567,3357.4,23.79,5.0,1.5,21566.9,5,9441.77,Female,Full-Time,High School,Business,North,,2011,60,2011-11-03,1
53,42749.8,714,6218.19,43.21,6.0,6.9,2619.41,5,11732.83,Male,Full-Time,High School,Education,South,Married,2014,48,2014-02-07,1
47,253719.22,623,27444.13,41.06,3.0,8.7,13368.47,0,74446.58,Male,Self-Employed,Bachelor,Education,East,Married,2011,36,2011-04-07,0
45,156588.28,738,11518.66,24.31,4.0,,3845.29,1,43950.55,Male,Full-Time,Bachelor,Medical,North,Single,2014,36,2014-02-13,0
54,25787.17,732,16738.07,22.66,3.0,2.5,833.66,9,4889.32,Male,Full-Time,Master,Medical,South,Married,2012,36,2012-11-16,0
29,33069.35,676,11565.05,42.57,0.0,,955.16,3,8557.36,Male,Part-Time,,Business,South,Married,2024,48,2024-01-12,0
52,41448.97,601,30428.58,46.32,0.0,1.8,829.3,8,9869.1,Male,Full-Time,Bachelor,Medical,East,Married,2017,48,2017-01-06,1
26,48918.71,681,6920.03,16.36,1.0,11.5,4240.94,3,9440.46,Female,Part-Time,Master,Home,North,Divorced,2023,48,2023-04-01,0
35,28949.2,624,12111.58,12.26,3.0,2.0,47283.89,0,6514.68,Male,Unemployed,High School,Medical,West,Single,2015,36,2015-12-15,0
67,81966.89,791,20151.63,35.65,2.0,2.3,2834.54,8,25597.52,Male,Self-Employed,,Business,West,Married,2020,84,2020-04-20,1
62,40600.26,611,6465.33,4.8,5.0,4.4,17766.1,2,10145.76,Female,Full-Time,,Car,South,Married,2024,48,2024-01-02,0
23,54222.44,816,29657.71,13.76,3.0,4.8,789.09,8,14970.41,Female,Full-Time,Bachelor,Car,West,Single,2011,60,2011-05-13,0
21,74743.0,653,36833.57,13.63,1.0,0.6,,0,16963.46,Female,Part-Time,,Education,North,Married,2019,60,2019-11-14,1
64,46388.89,476,13859.76,41.2,2.0,24.7,590.96,6,16790.66,Female,Retired,Bachelor,Education,North,,2022,60,2022-03-19,1
18,33201.33,571,19331.15,13.34,6.0,6.2,7168.88,2,6290.23,Female,Full-Time,PhD,Home,North,Single,2013,36,2013-10-01,0
28,55281.36,551,10974.29,42.07,,4.9,,2,21944.01,Female,Self-Employed,,Home,South,Divorced,2015,60,2015-11-06,1
44,54161.47,451,12235.12,10.76,0.0,6.3,8246.58,8,12026.29,Female,Full-Time,Bachelor,Personal,North,Single,2023,48,2023-12-20,1
62,25941.7,671,10625.7,34.09,3.0,5.1,1893.36,5,,Male,Self-Employed,Master,Education,West,Married,2023,24,2023-05-02,0
44,32890.24,716,15674.06,41.39,1.0,6.4,3614.57,1,5675.4,Male,Retired,Bachelor,Business,West,Divorced,2022,60,2022-05-06,0
30,53722.57,639,12019.23,30.08,3.0,4.7,1757.48,8,12154.47,Female,Part-Time,,Home,North,Single,2020,48,2020-01-09,0
42,100034.46,620,13945.14,16.8,4.0,6.2,7178.47,3,21721.72,Male,Full-Time,High School,Medical,South,Married,2020,36,2020-08-26,0
19,20283.65,587,9858.33,39.13,6.0,0.5,1894.46,1,7393.54,Female,Self-Employed,Bachelor,Personal,West,Married,2021,60,2021-09-13,1
65,94551.2,656,3683.03,41.18,0.0,4.3,15045.72,2,18291.72,Male,Full-Time,High School,Personal,Central,Divorced,2021,60,2021-03-07,0
54,48621.65,611,15333.89,28.5,0.0,2.9,768.57,0,15533.76,Female,Full-Time,High School,Home,West,Married,2015,24,2015-04-25,0
20,,796,10654.12,8.07,2.0,5.8,,8,32513.73,Male,Retired,High School,Business,North,Divorced,2019,84,2019-09-07,0
30,33101.89,678,5957.03,8.41,5.0,5.4,4343.53,7,7996.94,Male,Self-Employed,High School,Home,West,Married,2015,36,2015-06-06,0
61,39968.04,722,4576.49,28.53,0.0,6.2,277.21,3,14728.36,Male,Self-Employed,Master,Home,West,Single,2010,84,2010-07-05,0
44,35731.9,636,41308.36,17.64,5.0,22.4,4514.75,4,8505.37,Female,Self-Employed,Master,Business,South,Married,2018,60,2018-06-16,1
24,67179.7,705,11381.89,8.79,2.0,0.3,,0,18010.82,Female,Self-Employed,,Personal,Central,Married,2013,48,2013-09-07,0
28,19450.39,487,4888.08,6.66,6.0,0.6,2235.63,4,3487.11,Male,Part-Time,Master,Car,East,Single,2012,84,2012-10-19,1
23,37142.86,744,8698.36,39.6,0.0,2.6,6886.23,4,,Female,Full-Time,,Personal,West,Single,2011,60,2011-07-23,1
51,,564,10657.5,55.62,1.0,9.6,16102.33,5,9252.87,Female,Full-Time,,Personal,South,Single,2017,60,2017-01-02,1
43,46441.57,573,13293.39,24.79,6.0,5.6,20124.6,4,12473.87,Female,Full-Time,Bachelor,Car,South,Married,2017,48,2017-09-12,1
67,36336.54,778,12623.4,20.06,5.0,8.1,,1,7834.68,Female,Full-Time,High School,Home,Central,Married,2017,48,2017-10-11,0
44,85757.02,666,22745.44,41.32,6.0,23.5,1911.77,1,19480.61,Female,Self-Employed,Master,Home,North,Married,2024,60,2024-10-13,0
34,127389.46,771,3590.47,11.85,4.0,,6760.46,2,25089.11,Female,Retired,Bachelor,Personal,North,Married,2016,60,2016-10-16,0
54,44471.16,612,3506.8,40.07,3.0,2.6,13571.86,1,10776.57,Female,Full-Time,,Personal,South,Married,2018,84,2018-01-02,0
